image_id,label,filename,set,uid,record_id,label_predicted,score_predicted,e_0,e_1,in_test,dp_is_ldp,dp_depth,dp_depth_alt,dp_parent,display_order,num_children,dp_cluster,num_children_alt,dp_most_needed,label_true,labeled,dp_cluster_color,color_class,label_undetermined,scores_predicted,label_possible,score_possible,entropy,al_measure,most_needed,fre,direct_most_needed,color_fre,incorrect_score,double_checked
304909304547982,"foo,bar",/home/lhogeweg/annflux/data/streetsurfacevis/images/304909304547982.jpg,,304909304547982,304909304547982R,asphalt,1.0,-14.379657,-3.1180954,0,0,9126,12,610,5945,0,12.0,0,46.0,concrete,1,#39568c,#e7ba52,,1.00,,,-0.0,9123,46.0,,9123,,2.0,0
2836489699896311,"foo,bar",/home/lhogeweg/annflux/data/streetsurfacevis/images/2836489699896311.jpg,,2836489699896311,2836489699896311R,paving_stones,0.546609578812543,-10.012222,6.353567,0,0,9121,5,4238,2647,5,42.0,1,46.0,paving_stones,1,#d2e21b,#9c9ede,,0.55,concrete,0.45,0.9937225159291464,9123,46.0,0.9749002941531708,9123,,2.0,0
338376958115042,"foo,bar",/home/lhogeweg/annflux/data/streetsurfacevis/images/338376958115042.jpg,,338376958115042,338376958115042R,asphalt,0.5638019979540783,-0.28410912,1.0928764,0,0,9114,9,844,1099,12,23.0,2,46.0,paving_stones,1,#20928c,#9c9ede,,0.56,concrete,0.44,0.9882223727362132,9123,46.0,,9123,,2.0,0
189762016325577,"foo,bar",/home/lhogeweg/annflux/data/streetsurfacevis/images/189762016325577.jpg,,189762016325577,189762016325577R,asphalt,1.0,1.5551414,7.2898254,0,0,9123,12,4560,4497,3,1.0,1,46.0,asphalt,1,#46085c,#393b79,,1.00,,,-0.0,9123,46.0,0.8430314955135639,9123,,2.0,0
2900133880251402,"foo,bar",/home/lhogeweg/annflux/data/streetsurfacevis/images/2900133880251402.jpg,,2900133880251402,2900133880251402R,asphalt,1.0,-2.9874763,-10.004232,0,0,9126,12,5121,5947,0,2.0,0,46.0,paving_stones,1,#471164,#9c9ede,,1.00,,,-0.0,9123,46.0,0.433278956821594,9123,,2.0,0
481073536503152,"foo,bar",/home/lhogeweg/annflux/data/streetsurfacevis/images/481073536503152.jpg,,481073536503152,481073536503152R,asphalt,0.7900138533943634,0.8092613,0.6048355,0,0,9124,12,5645,5922,2,5.0,1,46.0,asphalt,1,#482878,#393b79,,0.79,paving_stones,0.21,0.7414562588415328,9123,46.0,0.8525370430641039,9123,,1.69,0
947300746444735,"foo,bar",/home/lhogeweg/annflux/data/streetsurfacevis/images/947300746444735.jpg,,947300746444735,947300746444735R,paving_stones,0.708808568728465,10.348507,-7.329608,0,0,9123,13,5345,3803,3,26.0,1,46.0,sett,1,#1fa287,#b5cf6b,,0.71,sett,0.29,0.8702553278251465,9123,46.0,,9123,,2.0,0
1759401140908839,"foo,bar",/home/lhogeweg/annflux/data/streetsurfacevis/images/1759401140908839.jpg,,1759401140908839,1759401140908839R,unpaved,1.0,-15.837095,-9.784033,0,1,7805,3,5959,8,1321,,7,46.0,unpaved,1,#800080,#ad494a,,1.00,,,-0.0,9123,46.0,0.7808302818191892,9123,,2.0,0
174999767851287,"foo,bar",/home/lhogeweg/annflux/data/streetsurfacevis/images/174999767851287.jpg,,174999767851287,174999767851287R,sett,0.8464597848116953,17.148941,-5.835745,0,0,9126,13,4341,5968,0,2.0,0,46.0,asphalt,1,#471164,#393b79,,0.85,concrete,0.15,0.6186292405352432,9123,46.0,0.5237912606495643,9123,,0.1899999999999999,0
2024047811086985,"foo,bar",/home/lhogeweg/annflux/data/streetsurfacevis/images/2024047811086985.jpg,,2024047811086985,2024047811086985R,asphalt,0.7370438434114193,-9.460533,-8.194836,0,0,9120,11,6139,2592,6,16.0,1,46.0,asphalt,1,#2e6e8e,#393b79,,0.74,concrete,0.26,0.8311745693259995,9123,46.0,,9123,,2.0,0
762942931045866,"foo,bar",/home/lhogeweg/annflux/data/streetsurfacevis/images/762942931045866.jpg,,762942931045866,762942931045866R,paving_stones,1.0,7.6682396,-10.249434,0,0,9120,12,4702,2589,6,19.0,3,46.0,paving_stones,1,#277e8e,#9c9ede,,1.00,,,-0.0,9123,46.0,0.9585583056632812,9123,,2.0,0
643661443549586,"foo,bar",/home/lhogeweg/annflux/data/streetsurfacevis/images/643661443549586.jpg,,643661443549586,643661443549586R,sett,0.30255484573359415,1.7877083,-11.7198925,0,0,9106,8,7001,603,20,31.0,1,46.0,sett,1,#3fbc73,#b5cf6b,,0.30,"sett,paving_stones,asphalt,concrete","0.30,0.28,0.27,0.15",1.9546213577986908,9123,46.0,0.7951165556292649,9123,,1.67,0
1485988818404708,"foo,bar",/home/lhogeweg/annflux/data/streetsurfacevis/images/1485988818404708.jpg,,1485988818404708,1485988818404708R,sett,1.0,9.904022,5.0599327,0,0,9126,15,7879,5966,0,0.0,0,46.0,concrete,1,#440154,#e7ba52,,1.00,,,-0.0,9123,46.0,,9123,,2.0,0
1263358930788347,"foo,bar",/home/lhogeweg/annflux/data/streetsurfacevis/images/1263358930788347.jpg,,1263358930788347,1263358930788347R,asphalt,1.0,-2.6560059,3.866293,0,0,9108,11,1232,727,18,38.0,3,46.0,asphalt,1,#98d83e,#393b79,,1.00,,,-0.0,9123,46.0,0.7947432674385706,9123,,2.0,0
2217405008600919,"foo,bar",/home/lhogeweg/annflux/data/streetsurfacevis/images/2217405008600919.jpg,,2217405008600919,2217405008600919R,asphalt,1.0,6.185192,5.6114216,0,0,9126,14,2790,5970,0,32.0,0,46.0,asphalt,1,#4ac16d,#393b79,,1.00,,,-0.0,9123,46.0,,9123,,2.0,0
176315021051310,"foo,bar",/home/lhogeweg/annflux/data/streetsurfacevis/images/176315021051310.jpg,,176315021051310,176315021051310R,asphalt,1.0,7.427101,7.549364,0,0,9124,13,6309,5923,2,0.0,1,46.0,asphalt,1,#440154,#393b79,,1.00,,,-0.0,9123,46.0,0.8060214718274679,9123,,2.0,0
